name	compactsave	version	level	levelreq	reqstr	reqdex	rarity	spawnable	speed	nodurability	cost	gamble cost	code	alternategfx	namestr	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	Transmogrify	TMogType	TMogMin	TMogMax	useable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldesccalc	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	worldevent
Unidentified Recipe (potion)	1	100	30	1			4	1	0	1	1		upG	upG	ur0	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	yrec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	UnidentifiedReagant		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Unidentified Recipe (potion)	1	100	32	1			4	1	0	1	1		upH	upH	ur0	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	yrec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	UnidentifiedReagant		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Unidentified Recipe (potion)	1	100	34	1			4	1	0	1	1		upI	upI	ur0	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	yrec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	UnidentifiedReagant		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Unidentified Recipe (potion)	1	100	36	1			4	1	0	1	1		upJ	upJ	ur0	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	yrec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	UnidentifiedReagant		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Unidentified Recipe (potion)	1	100	38	1			4	1	0	1	1		upK	upK	ur0	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	yrec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	UnidentifiedReagant		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Unidentified Recipe (potion)	1	100	40	1			4	1	0	1	1		upL	upL	ur0	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	yrec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	UnidentifiedReagant		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Unidentified Recipe (potion)	1	100	42	1			4	1	0	1	1		upM	upM	ur0	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	yrec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	UnidentifiedReagant		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Unidentified Recipe (potion)	1	100	44	1			4	1	0	1	1		upN	upN	ur0	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	yrec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	UnidentifiedReagant		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Unidentified Recipe (potion)	1	100	46	1			4	1	0	1	1		upO	upO	ur0	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	yrec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	UnidentifiedReagant		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Unidentified Recipe (potion)	1	100	48	1			4	1	0	1	1		upP	upP	ur0	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	yrec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	UnidentifiedReagant		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Unidentified Recipe (potion)	1	100	50	1			4	1	0	1	1		upQ	upQ	ur0	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	yrec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	UnidentifiedReagant		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Unidentified Recipe (potion)	1	100	51	1			4	1	0	1	1		upR	upR	ur0	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	yrec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	UnidentifiedReagant		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Unidentified Recipe (potion)	1	100	52	1			4	1	0	1	1		upS	upS	ur0	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	yrec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	UnidentifiedReagant		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Unidentified Recipe (potion)	1	100	53	1			4	1	0	1	1		upT	upT	ur0	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	yrec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	UnidentifiedReagant		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Unidentified Recipe (potion)	1	100	54	1			4	1	0	1	1		upU	upU	ur0	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	yrec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	UnidentifiedReagant		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Unidentified Recipe (potion)	1	100	55	1			4	1	0	1	1		upV	upV	ur0	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	yrec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	UnidentifiedReagant		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Unidentified Recipe (potion)	1	100	56	1			4	1	0	1	1		upW	upW	ur0	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	yrec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	UnidentifiedReagant		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Unidentified Recipe (potion)	1	100	57	1			4	1	0	1	1		upY	upY	ur0	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	yrec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	UnidentifiedReagant		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Unidentified Recipe (potion)	1	100	58	1			4	1	0	1	1		upZ	upZ	ur0	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	yrec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	UnidentifiedReagant		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Unidentified Recipe (potion)	1	100	59	1			4	1	0	1	1		1up	1up	ur0	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	yrec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	UnidentifiedReagant		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Unidentified Recipe (potion)	1	100	60	1			4	1	0	1	1		2up	2up	ur0	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	yrec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	UnidentifiedReagant		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Unidentified Recipe (potion)	1	100	62	1			4	1	0	1	1		3up	3up	ur0	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	yrec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	UnidentifiedReagant		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Unidentified Recipe (potion)	1	100	64	1			4	1	0	1	1		4up	4up	ur0	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	yrec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	UnidentifiedReagant		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Unidentified Recipe (potion)	1	100	66	1			4	1	0	1	1		5up	5up	ur0	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	yrec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	UnidentifiedReagant		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Unidentified Recipe (potion)	1	100	70	1			4	1	0	1	1		6up	6up	ur0	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	yrec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	UnidentifiedReagant		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Purified Water	1	100	1	1			1	1	0	1	1		sr1	sr1	sr1	16	1	1	0	0	0	flppot	invpot		0	xxx			0	reag		item_potion	14	item_potion_drink	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255	1	1			255					255	1	1			255					255					255	1	1			255					255					255					255					255					255	1	1			255					255					255	1	1			255	0	0	0	xxx	xxx			1	1		
Distilled Water	1	100	1	1			1	1	0	1	2		sr2	sr2	sr2	16	1	1	0	0	0	flppot	invpot		0	xxx			0	reag		item_potion	14	item_potion_drink	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255	1	1			255					255	1	1			255					255					255	1	1			255					255					255					255					255					255	1	1			255					255					255	1	1			255	0	0	0	xxx	xxx			1	1		
Goat's Milk	1	100	1	1			1	1	0	1	5		sr3	sr3	sr3	16	1	1	0	0	0	flppot	invpot		0	xxx			0	reag		item_potion	14	item_potion_drink	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255	1	1			255					255	1	1			255					255					255	1	1			255					255					255					255					255					255	1	1			255					255					255	1	1			255	0	0	0	xxx	xxx			1	1		
Can Opener (Chipped Amethyst)	1	100	1	1			1	1	0	1	1		z01	z01	z01	16	1	1	0	0	0	flprsc	invrsc		1	z02	1	1	1	reag		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1												1	Needs1Point		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Can Opener (Chipped Diamond)	1	100	1	1			1	1	0	1	1		z02	z02	z02	16	1	1	0	0	0	flprsc	invrsc		1	z03	1	1	1	reag		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1												1	Needs1Point		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Can Opener (Chipped Emerald)	1	100	1	1			1	1	0	1	1		z03	z03	z03	16	1	1	0	0	0	flprsc	invrsc		1	z04	1	1	1	reag		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1												1	Needs1Point		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Can Opener (Chipped Ruby)	1	100	1	1			1	1	0	1	1		z04	z04	z04	16	1	1	0	0	0	flprsc	invrsc		1	z05	1	1	1	reag		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1												1	Needs1Point		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Can Opener (Chipped Sapphire)	1	100	1	1			1	1	0	1	1		z05	z05	z05	16	1	1	0	0	0	flprsc	invrsc		1	z06	1	1	1	reag		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1												1	Needs1Point		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Can Opener (Chipped Skull)	1	100	1	1			1	1	0	1	1		z06	z06	z06	16	1	1	0	0	0	flprsc	invrsc		1	z07	1	1	1	reag		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1												1	Needs1Point		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Can Opener (Chipped Topaz)	1	100	1	1			1	1	0	1	1		z07	z07	z07	16	1	1	0	0	0	flprsc	invrsc		1	z08	1	1	1	reag		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1												1	Needs1Point		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Can Opener (Flawed Amethyst)	1	100	1	1			1	1	0	1	1		z08	z08	z08	16	1	1	0	0	0	flprsc	invrsc		1	z09	1	1	1	reag		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1												1	Needs3Points		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Can Opener (Flawed Diamond)	1	100	1	1			1	1	0	1	1		z09	z09	z09	16	1	1	0	0	0	flprsc	invrsc		1	z10	1	1	1	reag		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1												1	Needs3Points		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Can Opener (Flawed Emerald)	1	100	1	1			1	1	0	1	1		z10	z10	z10	16	1	1	0	0	0	flprsc	invrsc		1	z11	1	1	1	reag		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1												1	Needs3Points		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Can Opener (Flawed Ruby)	1	100	1	1			1	1	0	1	1		z11	z11	z11	16	1	1	0	0	0	flprsc	invrsc		1	z12	1	1	1	reag		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1												1	Needs3Points		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Can Opener (Flawed Sapphire)	1	100	1	1			1	1	0	1	1		z12	z12	z12	16	1	1	0	0	0	flprsc	invrsc		1	z13	1	1	1	reag		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1												1	Needs3Points		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Can Opener (Flawed Skull)	1	100	1	1			1	1	0	1	1		z13	z13	z13	16	1	1	0	0	0	flprsc	invrsc		1	z14	1	1	1	reag		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1												1	Needs3Points		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Can Opener (Flawed Topaz)	1	100	1	1			1	1	0	1	1		z14	z14	z14	16	1	1	0	0	0	flprsc	invrsc		1	z15	1	1	1	reag		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1												1	Needs3Points		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Can Opener (Amethyst)	1	100	1	1			1	1	0	1	1		z15	z15	z15	16	1	1	0	0	0	flprsc	invrsc		1	z16	1	1	1	reag		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1												1	Needs9Points		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Can Opener (Diamond)	1	100	1	1			1	1	0	1	1		z16	z16	z16	16	1	1	0	0	0	flprsc	invrsc		1	z17	1	1	1	reag		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1												1	Needs9Points		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Can Opener (Emerald)	1	100	1	1			1	1	0	1	1		z17	z17	z17	16	1	1	0	0	0	flprsc	invrsc		1	z18	1	1	1	reag		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1												1	Needs9Points		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Can Opener (Ruby)	1	100	1	1			1	1	0	1	1		z18	z18	z18	16	1	1	0	0	0	flprsc	invrsc		1	z19	1	1	1	reag		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1												1	Needs9Points		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Can Opener (Sapphire)	1	100	1	1			1	1	0	1	1		z19	z19	z19	16	1	1	0	0	0	flprsc	invrsc		1	z20	1	1	1	reag		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1												1	Needs9Points		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Can Opener (Skull)	1	100	1	1			1	1	0	1	1		z20	z20	z20	16	1	1	0	0	0	flprsc	invrsc		1	z21	1	1	1	reag		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1												1	Needs9Points		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Can Opener (Topaz)	1	100	1	1			1	1	0	1	1		z21	z21	z21	16	1	1	0	0	0	flprsc	invrsc		1	z22	1	1	1	reag		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1												1	Needs9Points		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Can Opener (Flawless Amethyst)	1	100	1	1			1	1	0	1	1		z22	z22	z22	16	1	1	0	0	0	flprsc	invrsc		1	z23	1	1	1	reag		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1												1	Needs27Points		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Can Opener (Flawless Diamond)	1	100	1	1			1	1	0	1	1		z23	z23	z23	16	1	1	0	0	0	flprsc	invrsc		1	z24	1	1	1	reag		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1												1	Needs27Points		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Can Opener (Flawless Emerald)	1	100	1	1			1	1	0	1	1		z24	z24	z24	16	1	1	0	0	0	flprsc	invrsc		1	z25	1	1	1	reag		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1												1	Needs27Points		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Can Opener (Flawless Ruby)	1	100	1	1			1	1	0	1	1		z25	z25	z25	16	1	1	0	0	0	flprsc	invrsc		1	z26	1	1	1	reag		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1												1	Needs27Points		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Can Opener (Flawless Sapphire)	1	100	1	1			1	1	0	1	1		z26	z26	z26	16	1	1	0	0	0	flprsc	invrsc		1	z27	1	1	1	reag		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1												1	Needs27Points		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Can Opener (Flawless Skull)	1	100	1	1			1	1	0	1	1		z27	z27	z27	16	1	1	0	0	0	flprsc	invrsc		1	z28	1	1	1	reag		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1												1	Needs27Points		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Can Opener (Flawless Topaz)	1	100	1	1			1	1	0	1	1		z28	z28	z28	16	1	1	0	0	0	flprsc	invrsc		1	z29	1	1	1	reag		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1												1	Needs27Points		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Can Opener (Perfect Amethyst)	1	100	1	1			1	1	0	1	1		z29	z29	z29	16	1	1	0	0	0	flprsc	invrsc		1	z30	1	1	1	reag		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1												1	Needs81Points		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Can Opener (Perfect Diamond)	1	100	1	1			1	1	0	1	1		z30	z30	z30	16	1	1	0	0	0	flprsc	invrsc		1	z31	1	1	1	reag		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1												1	Needs81Points		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Can Opener (Perfect Emerald)	1	100	1	1			1	1	0	1	1		z31	z31	z31	16	1	1	0	0	0	flprsc	invrsc		1	z32	1	1	1	reag		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1												1	Needs81Points		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Can Opener (Perfect Ruby)	1	100	1	1			1	1	0	1	1		z32	z32	z32	16	1	1	0	0	0	flprsc	invrsc		1	z33	1	1	1	reag		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1												1	Needs81Points		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Can Opener (Perfect Sapphire)	1	100	1	1			1	1	0	1	1		z33	z33	z33	16	1	1	0	0	0	flprsc	invrsc		1	z34	1	1	1	reag		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1												1	Needs81Points		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Can Opener (Perfect Skull)	1	100	1	1			1	1	0	1	1		z34	z34	z34	16	1	1	0	0	0	flprsc	invrsc		1	z35	1	1	1	reag		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1												1	Needs81Points		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Can Opener (Perfect Topaz)	1	100	1	1			1	1	0	1	1		z35	z35	z35	16	1	1	0	0	0	flprsc	invrsc		1	z01	1	1	1	reag		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1												1	Needs81Points		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Magic Eraser	1	100	1	1			1	1	0	1	10		ct1	ct1	ct1	16	1	1	0	0	0	flprsc	invrsc		0	xxx			1	reag		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1												1	EraserDesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Dragon Stone	1	100	1	1			1	1	0	1	100		ds1	ds1	ds1	16	1	1	0	0	0	flprsc	invrsc		1	ds2	1	1	1	reag		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Blood Stone	1	100	1	1			1	1	0	1	100		ds2	ds2	ds2	16	1	1	0	0	0	flprsc	invrsc		1	ds3	1	1	1	reag		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Deathly Stone	1	100	1	1			1	1	0	1	100		ds3	ds3	ds3	16	1	1	0	0	0	flprsc	invrsc		1	ds4	1	1	1	reag		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Ice Stone	1	100	1	1			1	1	0	1	100		ds4	ds4	ds4	16	1	1	0	0	0	flprsc	invrsc		1	ds5	1	1	1	reag		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Fire Stone	1	100	1	1			1	1	0	1	100		ds5	ds5	ds5	16	1	1	0	0	0	flprsc	invrsc		1	ds6	1	1	1	reag		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Pale Peridot	1	100	1	1			1	1	0	1	100		ds6	ds6	ds6	16	1	1	0	0	0	flprsc	invrsc		1	ds7	1	1	1	reag		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
